"","Shannon","Invsimpson","Fisher","Hulbert_rarefac","pielous_evenness","Abund"
"A1R1",3.27973940990621,11.9964573268921,27.2956854249458,NA,0.811204012177376,0.137464387464387
"A1R2",3.10135545135454,9.3210586881473,20.6827470636929,NA,0.805515988523935,0.128205128205128
"A1R3",3.12862159790613,9.99547511312217,23.7801718803867,NA,0.791806788124263,0.133903133903134
"A2R1",3.39078864611785,21.8272727272727,26.500308402395,NA,0.913080070942874,0.0698005698005698
"A2R2",3.05729754982785,14.2258064516129,20.0319372066039,NA,0.874386082707506,0.0598290598290598
"A2R3",3.43967298768071,25.7518248175183,28.2901158980604,NA,0.938887705442198,0.0598290598290598
"A3R1",3.23307179771637,17.6949030868629,19.5329834147898,NA,0.859585158531293,0.111823361823362
"A3R2",3.36861708466817,17.387944358578,25.3249447501537,NA,0.865563367944699,0.106837606837607
"A3R3",3.50471346874623,21.9417195614541,24.714741936199,NA,0.878598015894512,0.138888888888889
